29,Juan,Parks,parks.j@gmail.com,090 Buena Vista Court,Ogden,UT,84201,2018-01-29,6/9/1965,m,64,127,2,28.5,323
30,Preston,Harrington,prestonh751@yahoo.com,89459 Spaight Park,Denver,CO,80012,2016-11-10,11/12/1990,m,65,160,2,28.5,328
31,Christopher,Cervantes,christopherc6@hotmail.com,6373 1st Junction,Orchards,WA,98662,2020-10-24,4/22/1975,m,70,187,3,25.5,292
32,Derek,Vaughan,derekvaughan679@yahoo.com,198 Division Avenue,Asheville,NC,28715,2017-08-20,7/26/1995,m,71,169,1,31.5,355
33,Caroline,Duke,carolined937@live.com,00948 Anniversary Plaza,Sheridan,WY,82801,2016-10-21,6/20/1964,f,67,97,2,24.5,287
34,Luke,Barrera,barreraluke599@yahoo.com,58818 Grasskamp Crossing,Lakewood,CO,80123,2021-12-24,11/30/1964,m,74,186,2,26.5,306
35,Christian,Hughes,hughes.c@zoho.com,119 Westend Avenue,San Francisco,CA,94102,2021-01-12,10/5/1986,m,68,184,2,29.5,332
36,Ethan,Morales,morales.e@hotmail.com,944 Mitchell Avenue,Durango,CO,81301,2019-12-29,6/7/1971,m,62,127,2,22.5,266
37,Oscar,Franco,oscarfranco36@zoho.com,8 Dapin Crossing,Lewiston,ME,04240,2021-01-29,11/9/1968,m,69,187,2,30.5,342
38,Carter,Moss,carterm350@gmx.com,354 Kenwood Point,Salt Lake City,UT,84101,2021-11-23,3/18/1992,m,67,120,3,26.5,305
39,Leonardo,Houston,leonardoh413@zoho.com,10008 Eastlawn Lane,Somerset,PA,15501,2021-12-10,12/30/1991,m,69,173,3,26.5,305
40,Allison,Delgado,allisondelgado217@gmail.com,14 Armistice Terrace,Stockton,CA,95201,2016-08-17,8/29/1994,f,63,158,2,24.5,284
41,Blake,Sosa,sosa.b@gmx.com,599 Fair Oaks Circle,Salt Lake City,UT,84101,2016-10-19,8/12/1970,m,68,184,3,28.5,323
42,Ivan,Burton,ivanburton791@protonmail.com,28 Reinke Road,Murray,UT,84107,2021-12-13,1/7/1973,m,67,168,3,23.5,273
43,Connor,Barron,connorb103@zoho.com,5 Barby Avenue,Denver,CO,80012,2018-12-09,7/13/1980,m,65,185,2,23.5,276
44,Kenneth,Horne,kennethh939@live.com,398 Rockefeller Pass,Stockton,CA,95201,2020-12-16,11/2/2001,m,65,172,1,28.5,325
45,Nicholas,Prince,princenicholas414@gmx.com,7 Riverside Road,Denver,CO,80012,2020-12-23,9/17/1975,m,68,202,1,31.5,358
46,Kate,Ellis,elliskate419@yahoo.com,07 Spohn Way,Buffalo,NY,14201,2021-01-22,1/13/1962,f,63,132,2,25.5,297
47,Jonah,Ware,jonahw16@yahoo.com,78 International Avenue,Boise,ID,83701,2021-11-01,4/14/2005,m,62,193,3,26.5,303
48,Paul,Dennis,pauldennis511@icloud.com,58625 Talisman Place,Bozeman,MT,59715,2018-01-07,10/4/1979,m,64,193,2,22.5,268
49,Juan,Rollins,juanrollins437@icloud.com,360 Fuller Hill,Denver,CO,80012,2016-08-23,9/20/1961,m,71,140,1,26.5,308
50,Diego,Mckee,diegom106@aol.com,646 Novick Way,Weston,WV,26452,2019-10-08,8/31/1961,m,73,169,1,25.5,298
51,Nolan,House,nolanh909@zoho.com,671 Longview Pass,Springfield,OR,97475,2017-09-08,8/30/1977,m,70,142,2,28.5,326
52,Jesus,Young,jesusy66@hotmail.com,57104 Arkansas Road,Boulder,CO,80301,2019-11-22,9/23/1997,m,68,183,3,25.5,297
53,Cameron,Roach,cameronr722@hotmail.com,570 Troy Street,Telluride,CO,81435,2021-01-14,11/9/1990,m,63,128,2,26.5,308
54,Parker,Cabrera,cabreraparker507@live.com,86 John Wall Place,Salt Lake City,UT,84101,2017-01-06,5/20/1999,m,67,194,1,26.5,305
55,Catherine,Melton,catherinem322@hotmail.com,75 Sutherland Court,Buffalo,WY,82834,2016-01-10,12/4/2003,f,60,108,3,25.5,298
56,Ashton,Jacobson,jacobson.a@hotmail.com,6446 Hudson Circle,Dillon,CO,80435,2019-01-15,10/23/1965,m,68,146,2,29.5,338
57,Kaden,Wade,wadekaden555@yahoo.com,8 Marquette Avenue,Denver,CO,80012,2020-01-16,5/27/1983,m,71,187,2,26.5,303
58,Brody,Davidson,davidsonbrody91@aol.com,6534 Acker Junction,Phoenix,AZ,85001,2021-11-30,6/23/1992,m,63,142,2,30.5,344
59,Devon,Rollins,devonrollins213@gmail.com,560 Montana Place,Sacramento,CA,94203,2021-10-01,12/30/2001,m,67,215,1,26.5,302
60,Andrew,Waller,andreww263@gmail.com,61 Springview Center,Phoenix,AZ,85001,2019-01-23,7/19/1985,m,66,184,2,26.5,305
61,Carter,Cervantes,carterc671@gmx.com,6 Carpenter Crossing,South Lake Tahoe,CA,96150,2021-09-09,2/8/1967,m,65,169,2,27.5,318
62,Ava,Chambers,chambersava12@hotmail.com,67213 Rockefeller Terrace,Denver,CO,80012,2018-11-11,11/18/1973,f,62,147,2,24.5,284
63,Adam,Young,young.a@gmail.com,7 Southridge Plaza,Medford,OR,97501,2021-10-26,5/8/1986,m,71,169,2,31.5,356
64,Kenneth,Choi,kennethc941@aol.com,90 Del Mar Court,Sheridan,WY,82801,2021-08-15,2/11/1982,m,75,168,2,24.5,284
65,Alan,Marks,alanmarks9@zoho.com,5 Waxwing Avenue,Denver,CO,80012,2018-11-10,12/24/2001,m,66,110,1,26.5,304
66,Peter,Conrad,conradpeter680@gmail.com,4820 Sutherland Court,Murray,UT,84107,2020-08-09,9/9/1976,m,70,176,2,29.5,335
67,Jonah,Spence,spencejonah695@gmail.com,86763 Parkside Place,Salt Lake City,UT,84101,2021-11-27,9/25/1989,m,69,180,3,28.5,326
68,Malachi,Peters,peters.m@hotmail.com,07 Lunder Way,Falmouth,ME,04105,2019-01-05,9/7/1987,m,74,163,2,28.5,324
69,Adam,Bryan,bryanadam253@hotmail.com,4065 Montana Junction,Salt Lake City,UT,84101,2020-11-27,10/24/1973,m,67,229,2,30.5,342
70,Emmanuel,Barrett,barrett.e@hotmail.com,62 Mendota Alley,Carson City,NV,89403,2021-09-12,4/13/2003,m,72,172,3,26.5,304
71,Derek,Kaufman,kaufman.d@gmail.com,1257 Troy Place,Pittsfield,MA,01201,2018-11-01,7/23/1994,m,69,191,2,28.5,328
72,Jeffrey,Roman,roman.j@yahoo.com,6724 Garrison Parkway,Sacramento,CA,94203,2016-12-24,5/9/1965,m,70,186,1,28.5,322
73,Savannah,Andersen,andersensavannah155@gmx.com,777 Shasta Hill,Santa Cruz,CA,95060,2017-11-29,1/24/1997,f,62,120,2,26.5,308
74,Patrick,Pittman,pittmanpatrick866@icloud.com,09619 Meadow Vale Parkway,Reno,NV,89433,2019-12-02,7/16/1984,m,69,183,3,24.5,288
75,Elias,Sanford,sanfordelias14@yahoo.com,2718 Rockefeller Street,Asheville,NC,28715,2021-09-03,10/14/2004,m,65,119,3,28.5,328
76,Camila,Figueroa,figueroa.c@yahoo.com,53231 Crest Line Circle,Dillon,CO,80435,2021-11-04,8/29/1994,f,69,141,3,26.5,307
77,Collin,Molina,collinm361@hotmail.com,04345 Forster Alley,Salt Lake City,UT,84101,2021-09-02,6/13/1977,m,70,183,2,26.5,308
78,Ashton,Blanchard,blanchardashton867@protonmail.com,18500 Michigan Pass,Sacramento,CA,94203,2020-01-22,8/11/2001,m,67,172,3,25.5,296
79,Max,Alvarado,alvaradomax951@icloud.com,5 Clarendon Pass,Los Angeles,CA,90001,2020-08-16,5/21/1963,m,65,188,3,31.5,352
80,Juliana,Higgins,julianahiggins986@protonmail.com,951 Kim Avenue,Stockton,CA,95201,2021-08-06,4/2/1976,f,66,161,2,22.5,267
81,Trenton,Mendoza,trentonm289@gmx.com,8 Eliot Avenue,Reno,NV,89433,2020-10-31,1/20/2001,m,70,125,2,27.5,318
82,Victoria,Irwin,victoriai832@hotmail.com,51544 Briar Crest Alley,Anaconda,MT,59711,2021-09-02,12/28/1971,f,66,128,1,25.5,294
83,Jason,Calderon,jasonc320@live.com,206 Oakridge Park,Medford,OR,97501,2021-10-21,3/17/2004,m,69,190,3,22.5,268
84,Lilly,Keith,keithlilly540@gmx.com,20373 Dryden Plaza,Stockton,CA,95201,2018-08-04,5/21/1999,f,64,155,2,25.5,295
85,Gabriela,Hammond,gabrielahammond565@zoho.com,42 Swallow Way,Flagstaff,AZ,86001,2017-01-28,6/22/1998,f,65,117,1,25.5,293
86,Ian,Richmond,ianrichmond565@hotmail.com,3842 Vera Court,Durango,CO,81301,2016-11-19,4/13/1984,m,69,102,1,27.5,313
87,Kenneth,Villa,villakenneth342@gmail.com,0 Jana Circle,Sandy,UT,84070,2021-11-08,6/24/1998,m,64,214,3,26.5,308
88,Jose,Mcneil,josemcneil392@icloud.com,1510 Lindbergh Alley,Asheville,NC,28715,2020-11-21,12/2/1986,m,71,213,3,28.5,322
89,Cameron,Montes,montes.c@zoho.com,3700 Hoard Place,Sacramento,CA,94203,2019-11-14,6/4/1978,m,69,162,1,24.5,286
90,Kenneth,Cook,cookkenneth870@protonmail.com,678 5th Park,Sacramento,CA,94203,2017-01-19,3/16/1987,m,69,185,2,24.5,283
91,Jacqueline,Rangel,jacqueliner342@live.com,3 Fuller Trail,Flagstaff,AZ,86001,2021-10-18,1/20/2000,f,63,116,3,25.5,294
92,Marcus,Banks,banksmarcus9@gmail.com,4995 Mendota Court,Denver,CO,80012,2021-01-31,1/7/1976,m,68,148,2,27.5,312
93,Diego,Dillon,dillondiego950@hotmail.com,3 Corscot Way,Salt Lake City,UT,84101,2020-01-27,7/28/1995,m,65,202,2,27.5,315
94,Liam,Whitaker,whitakerliam780@live.com,9 Arkansas Plaza,Stockton,CA,95201,2018-09-08,8/2/1986,m,68,166,2,28.5,326
95,Avery,Parsons,parsons.a@gmx.com,9 Carioca Circle,Portland,OR,97086,2020-12-23,7/16/1967,f,65,138,2,25.5,298
96,Madeline,West,west.m@zoho.com,4 Luster Lane,Park City,UT,84060,2020-01-20,10/17/1983,f,64,114,2,27.5,312
97,Nicholas,Norton,norton.n@hotmail.com,87268 International Hill,Somerset,PA,15501,2016-12-14,8/26/2003,m,67,130,3,24.5,285
98,Colin,Gregory,colingregory781@protonmail.com,91 Petterle Trail,Denver,CO,80012,2019-11-13,9/7/1991,m,70,170,1,24.5,285
99,Cole,Mckee,colemckee858@gmail.com,8612 Homewood Court,Albany,NY,12201,2018-08-09,6/6/1969,m,68,137,3,27.5,316
100,Joshua,Dorsey,dorseyjoshua722@icloud.com,16 Glendale Junction,Stockton,CA,95201,2021-11-01,3/22/2000,m,72,172,2,28.5,325
101,Devon,Farley,devonfarley367@gmx.com,912 Golden Leaf Terrace,Stockton,CA,95201,2018-09-28,11/14/1977,m,69,132,1,28.5,328
102,Jason,Hayden,jasonhayden99@live.com,01761 Fulton Pass,Flagstaff,AZ,86001,2016-01-06,8/19/1974,m,68,159,2,28.5,322
103,Karen,Montoya,karenm387@gmx.com,671 Longview Pass,Salt Lake City,UT,84101,2017-12-16,2/3/1996,f,63,101,2,27.5,315
104,Madeline,Hardin,hardin.m@icloud.com,50 Summer Ridge Lane,Dillon,CO,80435,2021-10-02,3/21/1976,f,63,106,3,26.5,302
105,Riley,Hinton,rileyh812@icloud.com,0681 Oriole Plaza,Eagle,CO,81631,2021-01-05,2/20/1988,f,65,168,3,24.5,287
106,Veronica,Krause,veronicak572@gmail.com,3265 Dixon Avenue,Sacramento,CA,94203,2021-11-18,6/21/1992,f,62,142,2,25.5,296
107,Joseph,Mayo,josephmayo51@yahoo.com,8089 Melby Parkway,Big Sky,MT,59716,2021-11-27,10/3/1995,m,69,156,2,24.5,282
108,Jackson,Conner,conner.j@yahoo.com,28564 Sunnyside Drive,Sacramento,CA,94203,2019-08-02,1/16/1998,m,66,171,2,27.5,312
109,Abraham,Patel,abrahamp760@protonmail.com,9078 Buena Vista Terrace,Sacramento,CA,94203,2018-12-24,4/23/1989,m,68,218,3,28.5,322
110,Hunter,Pitts,hunterp664@icloud.com,7644 Cordelia Park,Milwaukee,WI,53201,2017-08-14,8/22/1990,m,69,169,2,27.5,314
111,Caleb,Shea,sheacaleb449@protonmail.com,50100 Truax Avenue,Eugene,OR,97401,2021-01-13,7/6/2005,m,68,206,1,28.5,325
112,Jaden,Leach,jadenl184@aol.com,713 Mayfield Pass,Ogden,UT,84201,2020-10-24,10/14/1962,m,73,190,3,31.5,352
113,Jonah,Gallagher,gallagherjonah343@gmail.com,55 Carey Lane,Sacramento,CA,94203,2020-12-13,5/1/2002,m,71,148,1,25.5,292
114,Sara,Macias,saramacias764@yahoo.com,79 Crescent Oaks Point,Boulder,CO,80301,2019-11-17,3/30/1962,f,66,125,3,28.5,323
115,Abigail,Sosa,sosaabigail711@yahoo.com,64719 Hoard Trail,Milwaukee,WI,53201,2020-11-01,11/15/1964,f,65,134,3,24.5,287
116,Henry,Marks,markshenry681@aol.com,8636 Clyde Gallagher Hill,Bellingham,WA,98225,2021-10-07,8/18/2005,m,67,148,1,30.5,345
117,Cole,Walls,wallscole744@live.com,60 Bayside Park,Lakewood,CO,80123,2019-09-02,6/5/1986,m,74,155,2,24.5,283
118,Gage,Hull,gagehull799@protonmail.com,3 Bayside Drive,Nampa,ID,83646,2021-10-22,10/6/1988,m,72,130,2,28.5,327
119,Javier,Combs,combs.j@aol.com,4 Monterey Drive,Brigham City,UT,84302,2020-12-01,2/10/1988,m,66,196,1,25.5,292
120,Camila,Carney,camilac820@zoho.com,5511 Warner Trail,Salt Lake City,UT,84101,2021-11-28,2/28/1966,f,70,137,2,24.5,287
121,Matthew,Faulkner,faulkner.m@live.com,964 La Follette Plaza,Somerset,PA,15501,2021-12-19,1/20/2001,m,66,95,3,26.5,302
122,Diana,Spence,spence.d@zoho.com,90298 Sage Way,Taos,NM,87525,2021-09-30,4/6/1974,f,62,182,3,28.5,323
123,Charlotte,Davidson,davidson.c@gmx.com,27 Bunker Hill Road,Sacramento,CA,94203,2021-12-20,2/8/1992,f,64,100,3,26.5,303
124,Jaden,Frost,jadenfrost678@gmx.com,7046 High Crossing Street,Cedar City,UT,84720,2019-01-23,11/28/1960,m,64,170,1,25.5,293
125,Skylar,Lawson,skylarl306@protonmail.com,09026 Graedel Circle,Milwaukee,WI,53201,2019-12-19,6/15/1982,f,65,159,1,23.5,273
126,Kelly,Gibson,kellygibson995@gmx.com,1 Oak Valley Alley,Lewiston,ME,04240,2021-10-05,7/3/1974,f,65,149,2,24.5,286
127,Alexis,Trujillo,trujilloalexis9@gmail.com,6454 Holy Cross Circle,Bangor,ME,04401,2018-11-11,7/27/1995,m,68,179,3,28.5,326
128,Jorge,Bautista,bautistajorge452@protonmail.com,72114 Gale Junction,Crested Butte,CO,81224,2019-09-18,7/1/1979,m,66,187,1,29.5,338
129,Ian,Wiley,ianwiley59@hotmail.com,08 Memorial Park,Los Angeles,CA,90001,2020-12-19,11/25/1983,m,70,192,2,31.5,355
130,Aidan,Paul,paulaidan746@gmx.com,0 Aberg Junction,Sacramento,CA,94203,2020-08-17,11/20/1960,m,70,154,3,26.5,305
131,Stephen,Irwin,stepheni7@live.com,91 La Follette Lane,Aurora,CO,80010,2020-11-23,5/25/1982,m,67,141,1,27.5,317
132,Zoey,Shields,shields.z@zoho.com,9786 Stuart Road,Denver,CO,80012,2017-10-12,7/7/1972,f,63,180,1,27.5,318
133,Megan,Mcguire,meganmcguire750@gmail.com,17 Stoughton Way,Crested Butte,CO,81224,2016-10-21,8/30/1996,f,66,144,3,25.5,295
134,Evan,Peterson,evanpeterson640@zoho.com,463 Anniversary Hill,Cedar City,UT,84720,2019-11-12,10/6/1988,m,70,149,3,25.5,298
135,Aaliyah,Russell,russell.a@gmx.com,2327 Sutherland Terrace,Laurel,MT,59044,2018-12-01,7/28/1995,f,63,134,3,24.5,287
136,Thomas,Rosales,thomasr319@hotmail.com,37 Kenwood Center,Saco,ME,04072,2020-12-23,12/26/1996,m,66,157,2,27.5,315
137,Emma,Villarreal,villarreal.e@gmail.com,77 Corscot Alley,Waitsfield,VT,05660,2018-11-30,3/17/2004,f,61,148,3,24.5,287
138,Makayla,Roberts,makaylar110@gmx.com,6494 Oakridge Trail,Ogden,UT,84201,2021-09-01,1/31/1980,f,63,110,3,24.5,282
139,Connor,Villa,villa.c@yahoo.com,205 Ridgeview Drive,Biddeford,ME,04005,2021-09-10,3/9/1972,m,67,157,3,26.5,303
140,Daisy,Cooley,cooley.d@hotmail.com,46 Dixon Lane,Boulder,CO,80301,2020-01-21,7/30/2003,f,63,150,2,26.5,305
141,Henry,Mcgrath,mcgrathhenry34@gmail.com,89 Northwestern Point,Bellingham,WA,98225,2019-01-12,5/20/1992,m,72,163,2,29.5,334
142,Juan,Dyer,dyerjuan696@live.com,84 Cody Avenue,Roseburg,OR,97470,2020-09-04,5/16/1971,m,68,205,1,26.5,305
143,Ashton,Richmond,ashtonrichmond816@gmail.com,28564 Sunnyside Drive,Lakewood,CO,80123,2018-08-16,8/18/1962,m,69,149,2,26.5,305
144,Brady,Glass,bradyg982@yahoo.com,3709 Alpine Pass,South Lake Tahoe,CA,96150,2021-08-16,2/24/2004,m,71,200,2,27.5,314
145,Tyler,Archer,archer.t@gmail.com,818 Russell Way,Denver,CO,80012,2019-11-30,10/28/1978,m,67,176,3,28.5,325
146,Alondra,Bernard,bernard.a@live.com,5433 Merrick Pass,Boston,MA,02111,2021-10-03,11/21/1971,f,69,151,3,25.5,294
147,Manuel,Schroeder,schroedermanuel404@aol.com,8 Melby Center,Flagstaff,AZ,86001,2021-11-11,5/4/1982,m,68,186,3,27.5,315
148,Angel,Donaldson,angeld610@yahoo.com,42 Victoria Court,Yuba City,CA,95991,2018-01-09,11/25/1983,m,74,220,1,26.5,304
149,Ashton,Roy,roy.a@aol.com,31590 Hoard Drive,Park City,UT,84060,2021-10-30,6/28/2003,m,69,165,2,28.5,324
150,Omar,Boyd,omarboyd331@hotmail.com,8060 Oriole Terrace,Ogden,UT,84201,2021-11-22,1/29/1974,m,68,147,3,28.5,326
151,Kaleb,Thompson,thompson.k@protonmail.com,3 Moland Street,Cedar City,UT,84720,2019-10-10,12/21/1979,m,64,144,2,26.5,306
152,Cole,Fuentes,fuentescole667@gmx.com,3694 Redwing Circle,San Francisco,CA,94102,2016-11-11,10/10/2003,m,71,192,2,28.5,328
153,Kiara,Williams,williams.k@gmail.com,7306 High Crossing Junction,Camas,WA,98607,2021-11-17,4/6/1994,f,65,129,3,24.5,283
154,Ethan,Lynn,ethanl672@yahoo.com,3019 Dexter Circle,Bellingham,WA,98225,2021-10-01,4/18/1963,m,71,167,2,30.5,344
155,Logan,Hutchinson,hutchinsonlogan449@zoho.com,985 Waxwing Parkway,Polson,MT,59860,2019-12-27,3/25/1999,m,68,185,3,25.5,294
156,Aidan,Dominguez,dominguezaidan756@gmx.com,94 Melvin Circle,San Francisco,CA,94102,2017-10-28,10/18/1998,m,73,193,3,31.5,355
157,Matthew,Villanueva,matthewvillanueva523@yahoo.com,34 Blue Bill Park Parkway,Sedona,AZ,86336,2020-12-06,6/23/1968,m,64,204,2,25.5,296
158,Kaleb,Santiago,kalebs797@protonmail.com,15622 Aberg Pass,Post Falls,ID,83854,2021-11-04,1/30/1969,m,71,146,3,24.5,286
159,Sabrina,Rice,sabrinar638@live.com,2 Mallory Trail,Aurora,CO,80010,2020-11-21,11/3/1980,f,60,100,2,24.5,283
160,Erik,Barrett,erikb906@gmx.com,9 Mendota Park,Whitefish,MT,59937,2021-01-12,6/16/2003,m,72,217,2,26.5,308
161,Daniel,Sosa,daniels263@icloud.com,81799 Westridge Parkway,Boulder,CO,80301,2020-11-17,3/4/1985,m,62,166,3,27.5,315
162,Brian,Shepherd,brianshepherd432@hotmail.com,8349 Portage Point,Denver,CO,80012,2021-09-23,9/13/1984,m,69,208,3,29.5,333
163,Juan,Walker,walker.j@aol.com,80858 Loomis Center,Taos,NM,87525,2021-12-26,6/21/1970,m,64,165,2,26.5,303
164,Nathaniel,Atkinson,nathaniela988@protonmail.com,0 Mitchell Center,Sandy,UT,84070,2020-01-06,5/29/1992,m,69,143,2,29.5,336
165,Molly,Chan,chanmolly789@gmail.com,6373 1st Junction,New York,NY,10001,2017-10-20,7/28/1988,f,66,142,3,26.5,306
166,William,Cortez,cortez.w@gmail.com,219 Killdeer Court,Crested Butte,CO,81224,2018-12-11,6/9/2002,m,68,174,1,26.5,305
167,Victor,Patel,victorpatel437@hotmail.com,09 Tennessee Terrace,Brigham City,UT,84302,2020-09-19,5/30/1997,m,65,168,1,24.5,283
168,Trinity,Brennan,trinitybrennan454@aol.com,5178 Bunker Hill Avenue,Bangor,ME,04401,2021-12-08,4/12/2000,f,64,133,3,23.5,272
169,Oscar,Avery,oscara500@yahoo.com,3 Vahlen Point,Yuba City,CA,95991,2021-10-02,7/21/1967,m,66,170,3,25.5,295
170,Owen,Pugh,pughowen549@yahoo.com,4 Waxwing Center,Waitsfield,VT,05660,2019-01-13,1/2/1966,m,68,175,3,30.5,344
171,Javier,Rodriguez,javierrodriguez643@zoho.com,3 Cody Junction,Sandy,UT,84070,2021-11-23,9/17/1967,m,69,148,2,25.5,292
172,Stephen,Mckay,stephenm957@icloud.com,62 Russell Parkway,Utica,NY,13501,2019-12-03,4/16/1975,m,69,147,2,28.5,324
173,Brendan,Hardy,brendanhardy645@live.com,7720 Bunker Hill Center,Bellefontaine,OH,43311,2021-10-04,3/16/1987,m,65,169,3,25.5,295
174,Jasmine,Walker,jasminewalker351@protonmail.com,256 Lawn Hill,Sacramento,CA,94203,2020-10-14,6/22/1984,f,61,134,2,24.5,286
175,Julian,Savage,juliansavage442@icloud.com,0168 Eastlawn Plaza,Bozeman,MT,59715,2019-10-20,3/19/1974,m,65,169,1,27.5,316
176,Julian,Mccall,mccall.j@hotmail.com,5100 Talmadge Crossing,Syracuse,NY,13201,2021-01-24,7/11/1970,m,69,145,3,29.5,336
177,Matthew,Lloyd,lloyd.m@aol.com,3 Sutteridge Drive,Sacramento,CA,94203,2021-12-09,1/10/1976,m,66,150,3,27.5,316
178,Cooper,Love,lovecooper337@hotmail.com,124 Upham Street,Boston,MA,02111,2020-08-03,8/18/1988,m,72,154,3,25.5,292
179,Hayden,Steele,haydensteele463@yahoo.com,18 Northwestern Junction,Stockton,CA,95201,2019-01-22,2/8/1988,m,72,167,1,27.5,318
180,Angel,Landry,angell808@hotmail.com,130 Fremont Junction,Sedona,AZ,86336,2017-12-26,4/1/1996,f,62,132,3,22.5,265
181,Steven,Paul,paulsteven269@gmail.com,12 East Circle,San Jose,CA,95002,2020-01-15,1/21/1968,m,70,146,3,30.5,345
182,Malachi,Ellis,ellismalachi399@protonmail.com,646 Novick Way,Bend,OR,97701,2021-12-25,3/30/1965,m,72,164,2,23.5,274
183,Jocelyn,Wilkins,jocelynw458@live.com,72 Chinook Avenue,Bozeman,MT,59715,2021-01-16,1/4/2004,f,62,140,1,24.5,284
184,Valeria,Tate,tate.v@protonmail.com,7 Lawn Parkway,Ogden,UT,84201,2020-12-28,6/2/1981,f,68,178,3,23.5,274
185,Connor,Mcclure,connorm275@aol.com,72 Mesta Drive,Green Bay,WI,54229,2021-11-13,2/28/1993,m,71,192,1,26.5,308
186,Caitlyn,Dixon,dixon.c@icloud.com,54146 Carberry Parkway,Telluride,CO,81435,2020-12-05,11/28/1980,f,64,146,3,24.5,284
187,Kevin,Ingram,kevini949@zoho.com,43 Melrose Alley,Sanford,ME,04073,2020-08-18,1/17/1961,m,71,155,2,27.5,315
188,Gabriel,Hayes,hayes.g@gmail.com,93 Laurel Road,Bend,OR,97701,2017-12-27,8/1/1994,m,66,126,3,25.5,292
