32,Juliana,Mann,julianam866@gmx.com,4250 Mesta Way,Denver,CO,80012,2020-08-30,2/25/2002,f,66,165,3,24.5,287
33,Juliana,Lee,julianal532@live.com,1 Blackbird Hill,Bozeman,MT,59715,2021-01-30,9/21/1963,f,66,155,3,27.5,316
34,Landon,Klein,kleinlandon728@protonmail.com,91784 Cottonwood Plaza,Sandy,UT,84070,2019-12-01,1/14/1973,m,66,168,3,26.5,306
35,Dylan,Mathis,dylanm724@gmail.com,1 Pleasure Circle,Salt Lake City,UT,84101,2021-08-31,4/18/1989,m,71,188,2,31.5,357
36,Sergio,Morris,sergiom747@yahoo.com,7456 Burning Wood Plaza,Reno,NV,89433,2021-09-01,9/24/1977,m,69,225,2,25.5,293
37,Marco,Carroll,marcocarroll360@icloud.com,7 Aberg Street,Carson City,NV,89403,2016-12-10,12/3/1999,m,70,163,2,27.5,317
38,Collin,Horton,collinhorton217@yahoo.com,38 Oakridge Pass,Lewiston,ME,04240,2021-09-03,1/19/2004,m,66,212,2,23.5,274
39,Brandon,Colon,colonbrandon824@gmx.com,21 Maywood Way,Reno,NV,89433,2020-01-27,12/14/1993,m,65,147,2,25.5,296
40,Gabrielle,Mccoy,gabriellem961@gmx.com,34 Browning Hill,Salt Lake City,UT,84101,2020-01-10,1/10/1962,f,62,134,1,25.5,297
41,Aaron,Sandoval,aaronsandoval565@hotmail.com,4 Bobwhite Lane,Madison,WI,53558,2017-11-06,12/10/1987,m,68,139,1,25.5,293
42,Luis,Arellano,luisarellano385@gmail.com,79 Crescent Oaks Point,Sacramento,CA,94203,2016-11-23,3/19/1988,m,67,185,3,28.5,327
43,Aidan,Roberts,roberts.a@gmail.com,494 Brown Terrace,Burlington,VT,05401,2021-12-29,10/8/1990,m,69,186,2,27.5,318
44,Sebastian,Campbell,campbell.s@protonmail.com,25722 Leroy Parkway,Yuba City,CA,95991,2021-01-24,4/26/1974,m,74,187,2,25.5,293
45,Daniel,Pope,popedaniel364@icloud.com,82249 Arapahoe Street,Lakewood,CO,80123,2020-12-18,4/14/1997,m,67,178,3,27.5,317
46,Derek,Bolton,derekbolton891@live.com,52822 Merrick Street,Portland,ME,04101,2017-01-11,4/26/1990,m,65,176,2,25.5,296
47,Kyle,Dyer,kyledyer799@protonmail.com,3714 Bayside Place,Stockton,CA,95201,2020-01-13,8/10/1996,m,68,203,3,27.5,314
48,Katie,Benton,benton.k@yahoo.com,2 Norway Maple Way,Crested Butte,CO,81224,2020-11-23,4/10/1974,f,65,137,2,23.5,274
49,Landon,Stout,landonstout369@live.com,260 Muir Trail,Chicago,IL,60007,2021-12-19,5/9/1992,m,64,156,2,28.5,326
50,Micah,Morse,micahm867@live.com,08817 Schurz Point,Sacramento,CA,94203,2020-12-03,6/9/1999,m,68,171,3,26.5,305
51,Spencer,Rangel,spencerr975@zoho.com,1278 Algoma Park,Eagle,CO,81631,2021-12-06,3/24/2001,m,67,160,1,25.5,294
52,Collin,Salazar,salazar.c@aol.com,34088 Bunting Parkway,Colorado Springs,CO,80902,2020-08-29,5/19/2000,m,66,204,3,28.5,328
53,Collin,Henson,henson.c@gmx.com,89790 Warbler Park,Yuba City,CA,95991,2021-12-10,7/16/1986,m,68,166,1,25.5,292
54,Caitlyn,Martin,caitlynm546@zoho.com,559 Bobwhite Lane,Springfield,VT,05156,2021-10-09,4/15/1991,f,63,178,3,22.5,267
55,Owen,Skinner,skinner.o@aol.com,864 Dapin Road,Sheridan,WY,82801,2016-01-08,2/27/1970,m,71,166,3,27.5,316
56,Leslie,Coleman,lesliec623@hotmail.com,191 Clove Terrace,Big Sky,MT,59716,2018-09-29,6/10/1983,f,63,129,2,23.5,274
57,Angel,Hoffman,angelhoffman161@zoho.com,94146 Spaight Lane,Boulder,CO,80301,2016-12-31,5/5/1973,f,67,142,3,27.5,315
58,Javier,Diaz,diazjavier561@icloud.com,4549 Oak Valley Place,Redmond,OR,97756,2021-12-17,9/15/2005,m,66,144,2,27.5,315
59,Adrian,Palmer,adrianpalmer769@icloud.com,961 Moulton Point,Stockton,CA,95201,2019-11-10,10/21/1982,m,68,160,1,27.5,316
60,Luke,Li,lukel689@aol.com,65805 Fordem Terrace,Bozeman,MT,59715,2020-11-01,5/19/1987,m,71,144,1,25.5,295
61,Edward,Everett,edwarde10@gmail.com,316 Express Crossing,Stockton,CA,95201,2017-12-28,10/6/2003,m,71,143,1,25.5,293
62,Paige,Glover,gloverpaige722@live.com,55 Fuller Pass,Big Sky,MT,59716,2019-11-12,3/14/1962,f,64,107,2,24.5,285
63,Kiara,Lewis,kiaral729@protonmail.com,69 Summit Circle,Park City,UT,84060,2021-08-14,2/24/2003,f,61,129,3,25.5,292
64,Aidan,Rivas,aidanrivas356@protonmail.com,4 Reindahl Park,Phoenix,AZ,85001,2019-11-27,9/15/2005,m,66,130,3,27.5,312
65,Aubrey,Boone,aubreyb863@protonmail.com,983 Killdeer Junction,Sacramento,CA,94203,2018-01-13,10/5/1986,f,66,124,3,23.5,275
66,Fernando,Miranda,fernandom254@icloud.com,72266 Westerfield Road,Big Sky,MT,59716,2020-09-27,3/26/1961,m,67,195,2,27.5,313
67,Chase,Murray,murraychase829@hotmail.com,2048 Lakewood Gardens Hill,Brigham City,UT,84302,2020-08-26,6/4/1986,m,71,205,2,28.5,325
68,Tristan,Gregory,gregorytristan230@aol.com,298 Gale Drive,Sacramento,CA,94203,2021-12-12,2/28/1969,m,63,180,2,24.5,288
69,Benjamin,Flores,benjaminf80@yahoo.com,9015 Continental Alley,Boulder,CO,80301,2018-08-07,3/30/1965,m,70,185,1,27.5,313
70,Oliver,Booker,bookeroliver226@zoho.com,551 Brickson Park Pass,Milwaukee,WI,53201,2019-10-19,12/10/2001,m,69,174,3,28.5,328
71,Logan,Moody,moodylogan389@gmx.com,89 Green Ridge Parkway,Bozeman,MT,59715,2021-08-05,6/16/2003,m,70,165,2,28.5,325
72,Emmanuel,Sullivan,sullivanemmanuel23@hotmail.com,4551 Cordelia Road,Denver,CO,80012,2019-08-28,7/15/2004,m,68,146,1,24.5,286
73,Julian,Hester,hesterjulian726@icloud.com,355 Bluejay Park,Flagstaff,AZ,86001,2020-01-11,11/2/1974,m,67,164,3,25.5,294
74,Gracie,Acosta,acostagracie697@live.com,6308 Dahle Terrace,New York,NY,10001,2019-09-29,4/18/1987,f,69,175,1,27.5,312
75,Victor,Davies,victord47@hotmail.com,047 Esch Street,Sandy,UT,84070,2021-08-27,6/18/1974,m,72,189,3,25.5,293
76,Julian,Horne,horne.j@aol.com,8 Hanson Place,Bangor,ME,04401,2021-11-17,11/15/1965,m,66,155,3,26.5,307
77,Jordan,Tapia,jordantapia487@gmail.com,5070 Spenser Plaza,Sacramento,CA,94203,2020-11-27,7/2/1970,m,70,190,3,25.5,292
78,Adam,Koch,adamkoch647@gmx.com,8 Bashford Park,Sacramento,CA,94203,2021-12-06,5/11/1989,m,66,186,3,26.5,302
79,Damian,Richard,damianrichard525@yahoo.com,72 Walton Junction,Whitefish,MT,59937,2021-10-05,3/13/1997,m,69,207,1,26.5,307
80,Isaac,Miles,isaacmiles74@hotmail.com,631 Esch Plaza,Denver,CO,80012,2021-01-10,2/24/1973,m,70,172,1,29.5,334
81,Carter,Avila,avilacarter526@aol.com,3433 Dapin Plaza,Denver,CO,80012,2018-11-07,4/28/1968,m,67,156,2,24.5,284
82,Spencer,Ray,spencerray216@aol.com,26640 Vidon Avenue,Sacramento,CA,94203,2021-09-01,9/30/1964,m,68,171,3,26.5,303
83,Oliver,Collins,oliverc900@yahoo.com,86 Haas Park,Stockton,CA,95201,2019-12-14,6/8/1997,m,64,170,3,26.5,305
84,Hayden,Travis,travishayden938@icloud.com,4089 Johnson Plaza,Boston,MA,02111,2016-11-14,11/2/1995,m,65,190,1,30.5,346
85,Caden,Gallegos,gallegos.c@yahoo.com,4255 Ramsey Park,Chico,CA,95926,2019-08-21,7/3/1996,m,71,140,2,28.5,324
86,Sophia,Randall,randallsophia65@yahoo.com,0 Hanover Junction,Madison,WI,53558,2021-09-07,10/30/1985,f,68,114,3,26.5,306
87,Bryce,Dalton,daltonbryce241@zoho.com,70 Alpine Trail,Sedona,AZ,86336,2021-11-21,10/18/1998,m,68,172,1,28.5,327
88,Trevor,Ali,trevorali524@aol.com,47950 Maryland Park,Murray,UT,84107,2021-12-23,8/6/1992,m,65,163,3,29.5,333
89,Aidan,Baldwin,baldwinaidan519@aol.com,96 Rigney Terrace,Biddeford,ME,04005,2021-11-04,4/23/1997,m,72,151,2,25.5,297
90,Malachi,Griffin,malachigriffin994@aol.com,854 Sheridan Junction,Taos,NM,87525,2021-11-18,7/8/1987,m,64,165,1,29.5,336
91,Alexandria,Reynolds,reynoldsalexandria180@live.com,89476 Hoffman Place,Sedona,AZ,86336,2017-09-28,11/27/1992,f,62,142,2,26.5,302
92,Hunter,Dodson,dodsonhunter745@zoho.com,64337 Upham Road,Park City,UT,84060,2018-11-08,11/28/1995,m,70,173,3,26.5,306
93,Colby,Mcintosh,mcintosh.c@zoho.com,6038 Dixon Way,Bountiful,UT,84010,2019-09-16,3/19/1964,m,71,133,2,26.5,304
94,Christian,Liu,liuchristian684@aol.com,7553 Pankratz Circle,Wells,ME,04090,2019-11-04,1/6/1979,m,72,172,3,30.5,344
95,Riley,Mullins,rileymullins408@live.com,77 Nancy Avenue,Milwaukee,WI,53201,2019-01-26,5/15/1980,f,65,119,1,23.5,278
96,Riley,Hicks,hicks.r@icloud.com,61 2nd Road,Stockton,CA,95201,2020-12-15,8/28/1963,f,64,157,3,26.5,304
97,Blake,Harper,harperblake594@gmail.com,3494 Dexter Center,Los Angeles,CA,90001,2021-12-30,4/7/1981,m,66,150,3,26.5,303
98,Francisco,Trevino,franciscot757@aol.com,15 Arizona Place,Bangor,ME,04401,2020-08-26,10/18/1991,m,67,146,2,30.5,343
99,Emmanuel,Shepherd,shepherdemmanuel511@hotmail.com,2297 Tennyson Plaza,Reno,NV,89433,2021-11-11,3/17/1974,m,73,154,3,29.5,338
100,Natalie,Fuller,nataliefuller308@icloud.com,07080 Gina Circle,Flagstaff,AZ,86001,2020-01-04,2/17/2000,f,62,114,3,24.5,285
101,Andrew,Diaz,diaz.a@gmx.com,5 Barby Avenue,Lewiston,ME,04240,2019-08-07,6/16/1977,m,69,155,3,28.5,323
102,Nathaniel,Gentry,gentrynathaniel827@hotmail.com,68 Maywood Terrace,Durango,CO,81301,2021-10-05,1/24/1969,m,64,163,3,29.5,334
103,Isabel,Watkins,watkins.i@protonmail.com,97441 Waywood Lane,Traverse City,MI,49684,2018-12-20,9/29/1985,f,61,115,2,27.5,317
104,Mikayla,Pierce,mikaylap600@protonmail.com,21 Browning Trail,Phoenix,AZ,85001,2020-01-14,8/2/1970,f,58,135,3,27.5,315
105,Xavier,Swanson,swansonxavier340@zoho.com,21 Grover Court,Carson City,NV,89403,2020-10-13,6/11/1988,m,73,182,3,28.5,328
106,Logan,Moran,loganmoran259@gmx.com,406 Killdeer Lane,Durango,CO,81301,2019-12-06,1/22/2000,m,68,202,3,25.5,297
107,Jose,Stephenson,joses92@hotmail.com,2 Bluejay Street,Aurora,CO,80010,2020-12-16,9/4/1969,m,70,172,2,25.5,295
108,Kimberly,Park,park.k@icloud.com,5 Vera Street,Stockton,CA,95201,2021-01-20,2/8/1985,f,63,93,3,25.5,296
109,Dominic,Malone,dominicmalone29@yahoo.com,8610 Goodland Crossing,Salt Lake City,UT,84101,2021-10-02,12/31/1969,m,70,132,3,28.5,325
110,Ruby,Hurst,hurstruby693@zoho.com,9 Granby Road,Stockton,CA,95201,2021-01-14,5/8/1987,f,63,180,2,26.5,307
111,Daniel,Sanford,sanford.d@gmail.com,14894 Corben Plaza,Sacramento,CA,94203,2021-12-06,8/9/1972,m,66,216,3,28.5,325
112,Alexis,Burke,burke.a@yahoo.com,63872 Drewry Road,Camas,WA,98607,2017-08-05,11/26/1989,f,66,131,2,22.5,267
113,Leslie,Thomas,thomasleslie82@hotmail.com,6340 Armistice Parkway,Taos,NM,87525,2019-11-27,12/24/1975,f,65,171,2,23.5,278
114,Ruby,Tanner,tanner.r@gmx.com,5 Sunfield Plaza,Orchards,WA,98662,2020-12-14,1/6/2000,f,64,134,1,26.5,303
115,Alexia,Church,churchalexia533@live.com,9918 Columbus Park,Boston,MA,02111,2019-01-29,10/11/2001,f,66,138,3,25.5,294
116,Lucas,Jenkins,lucasjenkins621@aol.com,8 East Pass,Anaconda,MT,59711,2021-01-27,3/12/1971,m,71,230,2,24.5,284
117,Garrett,Marsh,garrettm500@hotmail.com,5731 Memorial Parkway,Stockton,CA,95201,2020-12-24,9/10/1987,m,69,215,2,27.5,315
118,Nathaniel,Rose,rose.n@gmail.com,01229 Manufacturers Pass,Eagle,CO,81631,2021-12-18,3/3/1976,m,69,153,3,28.5,324
119,Sophia,Pineda,sophiapineda954@gmail.com,91 Stone Corner Hill,Salt Lake City,UT,84101,2020-12-30,6/1/1981,f,59,114,2,24.5,283
120,Tristan,Lucero,tristanlucero511@hotmail.com,25771 Basil Crossing,Dillon,CO,80435,2019-12-03,7/31/1986,m,74,158,2,26.5,302
121,Cooper,Moody,moodycooper377@live.com,66925 Farragut Parkway,Lakewood,CO,80123,2018-12-07,7/2/1965,m,74,154,1,27.5,317
122,Conner,Hancock,connerh575@hotmail.com,4409 Melrose Court,Park City,UT,84060,2021-01-14,10/28/1978,m,64,207,2,29.5,335
123,Jada,Schneider,jadas212@hotmail.com,9939 Warbler Circle,Asheville,NC,28715,2021-01-17,4/2/1970,f,63,146,1,24.5,288
124,Aidan,Conway,aidanc841@aol.com,831 Morningstar Hill,Salt Lake City,UT,84101,2021-11-17,11/17/1973,m,73,134,1,25.5,292
125,Miguel,Henry,henrymiguel658@yahoo.com,31279 Meadow Valley Hill,Carson City,NV,89403,2016-08-08,5/4/1968,m,64,125,1,29.5,334
126,Ethan,Pope,ethanpope660@icloud.com,59 Annamark Way,Chico,CA,95926,2021-10-19,10/19/1994,m,69,153,1,29.5,332
127,Wesley,Vang,vangwesley707@hotmail.com,633 Elgar Avenue,Crested Butte,CO,81224,2020-10-07,1/13/1986,m,73,201,1,28.5,328
128,Kaylee,Graves,graves.k@icloud.com,60563 Golf Course Parkway,Los Angeles,CA,90001,2021-12-21,5/18/1983,f,63,133,3,26.5,304
129,Sarah,Donaldson,sarahd493@zoho.com,73076 Fallview Trail,Truckee,CA,96160,2021-08-28,11/15/1976,f,64,133,2,25.5,298
130,Angela,Pennington,angelap802@gmail.com,2 Green Ridge Center,Sacramento,CA,94203,2018-11-03,10/14/1970,f,65,97,2,24.5,287
131,Cesar,Lin,cesarlin944@yahoo.com,6758 Bluejay Drive,Rigby,ID,83442,2021-12-30,5/20/1982,m,69,228,3,30.5,343
132,Trevor,Calhoun,calhoun.t@live.com,267 Utah Drive,Denver,CO,80012,2021-11-04,7/21/1964,m,74,181,2,27.5,313
133,Adam,Nunez,nunezadam261@protonmail.com,015 Morning Hill,Taos,NM,87525,2021-08-02,7/7/1969,m,71,138,2,25.5,298
134,Bryson,Frederick,frederickbryson689@aol.com,7 Fairfield Place,Norwalk,CA,90650,2021-12-30,6/19/1970,m,70,169,3,27.5,315
135,David,Lutz,lutz.d@gmx.com,6870 Dottie Center,Sandy,UT,84070,2018-12-28,2/27/1970,m,68,144,2,27.5,312
136,Victor,Hicks,victorh895@gmx.com,1 Buena Vista Center,Stockton,CA,95201,2021-01-13,6/19/1966,m,62,176,3,27.5,318
137,Brooke,Phillips,phillipsbrooke192@aol.com,01 Washington Parkway,Park City,UT,84060,2021-11-21,4/9/1999,f,66,111,3,22.5,267
138,Dakota,Casey,dakotac422@live.com,5915 Mccormick Plaza,Barre City,VT,05641,2021-01-10,8/30/1984,m,66,138,1,29.5,333
139,Fernando,Parsons,parsonsfernando501@aol.com,454 Huxley Way,Norwalk,CA,90650,2020-11-11,7/30/1988,m,67,141,3,26.5,302
140,Timothy,Mays,maystimothy200@protonmail.com,6 Old Gate Circle,Sacramento,CA,94203,2020-08-05,10/5/1961,m,64,195,3,22.5,262
141,Daniela,Glover,gloverdaniela163@gmx.com,3565 Walton Point,Aurora,CO,80010,2021-10-24,7/18/1989,f,65,140,3,25.5,296
142,Shawn,Diaz,shawndiaz17@aol.com,0 Barby Crossing,Shelburne,VT,05482,2021-11-02,7/19/1979,m,68,159,3,28.5,323
143,Alan,Sampson,sampson.a@hotmail.com,8 Derek Parkway,Sandy,UT,84070,2021-01-29,5/27/1963,m,69,216,1,28.5,325
144,Alexis,Hardy,alexishardy237@protonmail.com,1 Mallory Circle,Denver,CO,80012,2020-12-24,5/10/1986,m,62,186,1,28.5,324
145,Eric,Schmitt,erics619@gmail.com,3367 Clyde Gallagher Center,Brigham City,UT,84302,2018-09-17,8/13/1965,m,69,154,2,30.5,342
146,Seth,Patton,sethp451@gmx.com,61 Bashford Circle,Taos,NM,87525,2021-08-08,1/14/1986,m,69,169,3,25.5,294
147,Gregory,Holmes,holmesgregory699@live.com,1 Canary Park,Park City,UT,84060,2021-11-12,9/27/1963,m,67,156,3,27.5,316
148,Evelyn,Galloway,gallowayevelyn927@hotmail.com,4534 Superior Plaza,Pittsfield,MA,01201,2021-10-08,10/7/1967,f,71,138,3,23.5,278
149,Vanessa,Bradley,vanessabradley230@gmx.com,7 Brentwood Way,Crested Butte,CO,81224,2020-11-10,11/3/1979,f,65,97,3,25.5,297
150,Juan,Hooper,juanh152@zoho.com,0026 Washington Drive,Springfield,VT,05156,2017-08-15,2/4/2004,m,64,175,3,30.5,346
151,Dylan,Huffman,dylanh360@aol.com,5027 Montana Junction,Camas,WA,98607,2019-12-21,7/15/2004,m,70,161,3,27.5,314
152,Madeline,Norris,madelinen835@zoho.com,7258 Fair Oaks Hill,Weston,WV,26452,2019-10-24,9/17/1975,f,63,156,1,26.5,308
153,Justin,Orr,orrjustin221@live.com,2609 Oak Valley Trail,Green Bay,WI,54229,2019-11-12,8/7/1977,m,72,140,3,28.5,328
154,Breanna,Perez,perezbreanna759@icloud.com,37124 Hanson Hill,Bangor,ME,04401,2021-10-18,11/23/1966,f,66,149,3,26.5,307
155,Hector,Rocha,rocha.h@icloud.com,63606 Quincy Junction,Sacramento,CA,94203,2021-12-18,3/29/2003,m,72,170,3,27.5,316
156,Alondra,Mckee,mckee.a@yahoo.com,7670 Stoughton Avenue,Salt Lake City,UT,84101,2017-10-26,2/11/1997,f,59,105,2,24.5,284
157,Peyton,Jefferson,peytonj706@live.com,8 Burning Wood Way,Killington,VT,05751,2021-10-27,12/30/1973,f,66,145,2,27.5,314
158,Jordan,Gould,jordang207@aol.com,2336 Algoma Pass,South Lake Tahoe,CA,96150,2016-10-25,11/19/1979,m,69,182,2,28.5,322
159,Charles,Herman,hermancharles75@icloud.com,41219 Clyde Gallagher Trail,Yuba City,CA,95991,2020-01-26,11/5/1965,m,67,138,3,29.5,332
160,Jesse,Ritter,jesseritter614@icloud.com,6 Summer Ridge Street,Denver,CO,80012,2020-01-13,9/7/2003,m,68,199,3,30.5,347
161,Mark,Blankenship,markblankenship496@hotmail.com,87 Mandrake Trail,Aurora,CO,80010,2021-11-08,6/2/2004,m,69,180,3,30.5,346
162,Colton,Long,longcolton830@zoho.com,766 Green Ridge Court,Portland,OR,97086,2021-12-04,5/4/1982,m,74,172,3,27.5,315
163,Joshua,Cole,joshuacole414@gmx.com,5950 Magdeline Plaza,Aurora,CO,80010,2021-01-06,1/21/1962,m,70,146,3,27.5,318
164,Marcus,Patterson,marcuspatterson323@hotmail.com,4 Warbler Road,Sanford,ME,04073,2017-01-16,1/1/1986,m,66,191,3,24.5,284
165,Matthew,Barrett,matthewbarrett282@gmx.com,59823 Texas Alley,Burlington,VT,05401,2021-01-15,12/10/1973,m,69,166,3,23.5,275
166,Donovan,Page,donovanp683@live.com,46491 Weeping Birch Plaza,Lewiston,ME,04240,2020-12-18,12/30/1979,m,72,145,2,26.5,305
167,Jose,Saunders,josesaunders221@protonmail.com,777 Emmet Way,Sandy,UT,84070,2020-12-27,11/8/2000,m,68,129,1,27.5,313
168,Sadie,Moore,moore.s@protonmail.com,00 Valley Edge Pass,Denver,CO,80012,2016-01-09,2/11/1975,f,62,112,2,25.5,294
169,Alexander,Norris,alexandernorris297@yahoo.com,4523 Hanover Way,Jackson,WY,83001,2021-08-02,5/8/1972,m,62,159,2,31.5,353
170,Briana,Church,brianachurch12@aol.com,91920 Hazelcrest Drive,San Jose,CA,95002,2021-10-20,12/30/1978,f,63,112,3,24.5,282
171,Ethan,Hammond,hammond.e@hotmail.com,611 Anzinger Trail,Denver,CO,80012,2021-08-22,3/3/1966,m,70,186,2,27.5,317
172,Shawn,Ball,shawnb93@protonmail.com,614 Kingsford Road,Salt Lake City,UT,84101,2021-11-19,5/16/1971,m,66,151,3,26.5,302
173,Javier,Ramsey,ramseyjavier568@aol.com,531 Butternut Junction,Syracuse,NY,13201,2020-09-24,6/18/2004,m,71,229,1,28.5,323
174,Ivan,Duarte,duarte.i@icloud.com,09 Katie Alley,Bozeman,MT,59715,2017-09-08,3/27/1985,m,70,181,2,29.5,338
175,Kaleb,Calhoun,calhounkaleb87@hotmail.com,92454 Cambridge Parkway,Brigham City,UT,84302,2017-09-28,5/4/1997,m,66,184,3,28.5,324
176,Madelyn,Mccarthy,mccarthymadelyn211@hotmail.com,5786 Hovde Street,Sacramento,CA,94203,2020-12-24,12/22/1962,f,69,166,3,24.5,284
177,Morgan,Arroyo,arroyo.m@icloud.com,01 Clyde Gallagher Avenue,Sacramento,CA,94203,2016-01-07,6/6/1962,f,62,132,1,26.5,303
178,Malachi,Mata,matamalachi523@hotmail.com,3714 Bayside Place,Durango,CO,81301,2021-10-22,7/4/1999,m,72,171,2,29.5,337
179,Victor,Duran,victord405@icloud.com,52 Rieder Center,Boston,MA,02111,2021-08-27,1/18/1968,m,68,123,3,29.5,335
180,Ashlyn,Diaz,diazashlyn387@gmx.com,6 Lillian Avenue,Barre,VT,05641,2019-10-31,3/3/1973,f,62,164,3,26.5,305
181,Preston,Joseph,prestonjoseph376@gmx.com,7005 Golf View Court,Sacramento,CA,94203,2016-01-11,2/21/1982,m,69,185,3,28.5,324
182,Gregory,Golden,goldengregory723@live.com,1 Killdeer Drive,Cedar City,UT,84720,2020-08-24,10/16/1962,m,76,203,2,24.5,283
183,John,Decker,johnd874@gmail.com,79 Ilene Court,South Lake Tahoe,CA,96150,2020-11-13,9/6/1986,m,72,189,2,23.5,277
184,Brady,Taylor,bradytaylor938@yahoo.com,108 Luster Alley,Dillon,CO,80435,2021-12-26,6/21/1970,m,67,167,3,25.5,292
185,Daniel,Jacobs,jacobs.d@icloud.com,494 Brown Terrace,Denver,CO,80012,2019-01-02,2/3/1981,m,68,172,1,25.5,298
186,Trevor,Cunningham,trevorcunningham188@gmx.com,3 Cody Junction,Powell,WY,82435,2018-11-14,4/25/1979,m,70,197,1,27.5,314
187,Preston,Morton,mortonpreston983@zoho.com,74 Hoard Hill,South Lake Tahoe,CA,96150,2016-11-09,2/25/1979,m,69,154,2,26.5,307
188,Alicia,Dillon,dillon.a@icloud.com,32729 Debra Pass,Crested Butte,CO,81224,2021-12-17,6/15/1982,f,60,137,3,27.5,314
